index,movieName,databaseId,movielensId,imdbId
5095,Uptown Girls (2003),174037,6619,0263757
5096,Total Eclipse (1995),174038,202,0114702
5097,The 13th Floor (1988),174047,-1,-1
5098,The September Issue (2009),174060,71542,1331025
5099,Night at the Museum (2006),174073,46972,0477347
5100,"I, the Other (2006)",174079,-1,-1
5101,Amy (2015),174101,137337,2870648
5102,Gigli (2003),174104,6587,0299930
5103,Fullmetal Alchemist,174109,-1,-1
5104,The Reaping (2007),174125,52283,0444682
5105,The War of the Roses (1989),174148,4681,0098621
5106,Psych-Out (1968),174158,45991,0063469
5107,The Sandlot 2 (2005),174169,170305,0418131
5108,Breathless (1960),174195,-1,-1
5109,Silent Running (1972),174206,5410,0067756
5110,Countryman (1982),174218,-1,-1
5111,Wayne's World 2 (1993),174228,3254,0108525
5112,Once Upon a Time in Mexico (2003),174263,6709,0285823
5113,Jack Frost (1998),174335,2392,0141109
5114,City of God (2002),174336,-1,-1
5115,Coal Miner's Daughter (1980),174337,4835,0080549
5116,Gun Brothers (1956),174341,163210,0049283
5117,REC (2007),174392,-1,-1
5118,Wristcutters: A Love Story (2006),174394,56715,0477139
5119,Dogma (1999),174439,3052,0120655
5120,Cat and Mouse (2003),174457,-1,-1
5121,Anchorman,174475,-1,-1
5122,"Honey, We Shrunk Ourselves",174485,128944,0119310
5123,"Natasha, Pierre & The Great Comet of 1812",174489,-1,-1
5124,Iron Moon (2015),174490,-1,-1
5125,Bringing Out the Dead (1999),174517,2976,0163988
5126,Frozen Fever,174518,130075,4007502
5127,Wild Things (1998),174545,1805,0120890
5128,Choke (2008),174560,65126,1024715
5129,A United Kingdom (2016),174617,166149,3387266
5130,A Goofy Movie (1995),174626,239,0113198
5131,Happy Valley (2014),174680,132590,2171902
5132,The Bourne Identity (2002),174719,5418,0258463
5133,What's Love Got to Do with It (1993),174720,-1,-1
5134,Wild America (1997),174748,1582,0120512
5135,Father of the Bride (1991),174755,6944,0101862
5136,Beauty and the Bestie (2015),174767,-1,-1
5137,30 Minutes or Less (2011),174793,88812,1622547
5138,The Night Before (2015),174801,142422,3530002
5139,Me Myself I (2000),174822,3515,0183503
5140,Snow Dogs (2002),174867,5048,0281373
5141,Jane Eyre (1970),174881,7190,0065911
5142,Reefer Madness (2005),174889,-1,-1
5143,Hellraiser: Inferno (2000),174910,30791,0229440
5144,Two Can Play That Game (2001),174924,4759,0269341
5145,&ME,174932,-1,-1
5146,By the Sea (2015),174934,143239,3707106
5147,The Importance of Being Earnest (2011),174940,-1,-1
5148,Super (2010),174946,85401,1512235
5149,Absolute Beginners (1986),174951,6346,0090585
5150,Fist of the North Star (1986),174953,60981,0142371
5151,Two Brothers (2004),175009,-1,-1
5152,Happy Feet Two (2011),175056,91386,1402488
5153,Basilisk: The Serpent King (2006),175059,158717,0760306
5154,Switchback (1997),175082,1661,0119210
5155,Titanic (1997),175096,1721,0120338
5156,The Merchant of Venice (2004),175102,30850,0379889
5157,The Lego Movie (2014),175121,108932,1490017
5158,Jumping for Joy (1956),175124,-1,-1
5159,Kill Bill: Volume 1 (2003),175165,-1,-1
5160,Legend (1985),175167,2143,0089469
5161,Cyborg (1989),175175,4580,0097138
5162,Charlie Bartlett (2007),175178,54281,0423977
5163,One Day in September (1999),175190,3989,0230591
5164,It's Complicated (2009),175195,73015,1230414
5165,Young Sherlock Holmes (1985),175196,2414,0090357
5166,Hot Tub Time Machine,175203,76077,1231587
5167,The Alien (2016),175222,-1,-1
5168,Casino Royale (2006),175252,49272,0381061
5169,Gun Shy (2000),175262,3276,0171356
5170,Fools Rush In (1997),175282,1457,0119141
5171,Junglee (1961),175286,-1,-1
5172,Transformers: Revenge of the Fallen,175295,69526,1055369
5173,Public Enemy (2002),175308,-1,-1
5174,Things to Do in Denver When You're Dead (1995),175355,81,0114660
5175,Alvin and the Chipmunks (2007),175360,56176,0952640
5176,...And Justice for All (1979),175397,3420,0078718
5177,Where to Invade Next (2015),175403,-1,-1
5178,Home and Away (1956),175490,-1,-1
5179,Valerian and the City of a Thousand Planets (2017),175522,173291,2239822
5180,Stir Crazy,175579,5250,0081562
5181,While I Was Gone,175580,-1,-1
5182,Winter's Tale (2014),175602,109191,1837709
5183,Addicted (2002),175646,133579,0336678
5184,Victoria (2013),175662,-1,-1
5185,Teen Wolf (1985),175674,7036,0090142
5186,The Grey (2011),175695,-1,-1
5187,Saw III (2006),175707,48877,0489270
5188,Tulip Fever (2017),175722,175669,0491203
5189,Tremors 4: The Legend Begins (2004),175744,27683,0334541
5190,The Buddy Holly Story (1978),175751,2866,0077280
5191,Last Holiday (2006),175756,42732,0408985
5192,Sorcerer (1977),175781,26393,0076740
5193,Passenger (2009),175814,-1,-1
5194,Ouija (2014),175836,115534,1204977
5195,The Lord of the Rings,175843,2116,0077869
5196,Sahara (2005),175856,32596,0318649
5197,The Wedding Date (2005),175925,31433,0372532
5198,Krull (1983),175946,4275,0085811
5199,Next Friday (2000),175967,3177,0195945
5200,North by Northwest (1959),175969,908,0053125
5201,Airhawk (1981),175993,-1,-1
5202,The Spectacular Now (2013),176015,103539,1714206
5203,Peacock (2010),176025,76755,1188113
5204,Serenity (2005),176027,34405,0379786
5205,Bicentennial Man (1999),176040,3156,0182789
5206,Jack (1996),176051,765,0116669
5207,The Three Stooges Go Around the World in a Daze (1963),176075,125111,0057580
5208,Elephant (2003),176077,6890,0363589
5209,Van Helsing (2004),176083,7454,0338526
5210,The Cable Guy,176100,784,0115798
5211,The Zombinator (2012),176114,-1,-1
5212,The Spectre of the Bride (1943),176122,-1,-1
5213,Going in Style (1979),176141,7414,0079219
5214,The Lad (1935),176159,-1,-1
5215,The Quest (1996),176163,704,0117420
5216,The Cutting Edge (1992),176165,3270,0104040
5217,Pride and Prejudice,176184,7579,0032943
5218,The Unmasking (1914),176188,-1,-1
5219,The Man from Planet X (1951),176201,53152,0043778
5220,Return to Sender (2004),176207,56485,0396190
5221,Henry Gamble's Birthday Party (2015),176230,-1,-1
5222,Gremlins (1984),176237,2003,0087363
5223,Body of Lies (2008),176243,62374,0758774
5224,Naked Gun 33⅓: The Final Insult (1994),176267,-1,-1
5225,Blue Streak (1999),176293,2860,0181316
5226,The Cell (2000),176312,3863,0209958
5227,Heat (1995),176314,6,0113277
5228,Fifty Shades Freed (2018),176326,183589,4477536
5229,Kite (2014),176358,132618,2044801
5230,Sherlock Holmes: A Game of Shadows (2011),176366,91542,1515091
5231,The Reckless Moment (1949),176375,55713,0041786
5232,Maleficent (2014),176394,111659,1587310
5233,The Foreigner,176399,27602,0312700
5234,From Hell (2001),176412,4865,0120681
5235,"Yes, Madam (1985)",176416,-1,-1
5236,Cosmos (2010),176436,171495,0081846
5237,Thor: The Dark World,176494,106072,1981115
5238,The Way He Looks (2014),176499,116855,1702014
5239,Elektra (2005),176516,31221,0357277
5240,The Boogeyman (1980),176523,4827,0080464
5241,Exterminator 2 (1984),176530,126713,0087229
5242,Music and Lyrics (2007),176541,51084,0758766
5243,National Lampoon's Christmas Vacation (1989),176542,-1,-1
5244,Mortal Kombat: Annihilation (1997),176547,1681,0119707
5245,Enclosure (1961),176556,-1,-1
5246,The Golden Compass (2007),176558,56171,0385752
5247,Beauty and the Beast (2005),176562,-1,-1
5248,The 33 (2015),176569,145030,2006295
5249,Bad Boys II (2003),176612,6548,0172156
5250,The Lego Ninjago Movie (2017),176613,-1,-1
5251,A Very Harold & Kumar 3D Christmas (2011),176631,88954,1268799
5252,Timeline (2003),176638,6959,0300556
5253,The Omen (1976),176641,1350,0075005
5254,"See No Evil, Hear No Evil (1989)",176645,4662,0098282
5255,Keeping Up with the Joneses (2016),176692,165103,2387499
5256,The Nice Guys (2016),176702,158238,3799694
5257,The Deep Six (1958),176726,122595,0050298
5258,Nightcrawler (2014),176763,115569,2872718
5259,Wafa: A Deadly Love Story (2008),176772,-1,-1
5260,The Friends of Eddie Coyle (1973),176777,73183,0070077
5261,King Kong (1976),176800,2367,0074751
5262,Light It Up (1999),176812,3050,0172726
5263,The Tourist (2010),176824,82202,1243957
5264,Sid and Nancy (1986),176848,2348,0091954
5265,Throw Momma from the Train (1987),176922,4333,0094142
5266,The Best Man Wins (1910),176962,-1,-1
5267,Ruby Bridges (1998),176971,151729,0138068
5268,The Hunger Games: Mockingjay – Part 1 (2014),177035,-1,-1
5269,That's Life! (1986),177037,3465,0092079
5270,Baby Boy (2001),177054,4371,0255819
5271,The Lord of the Rings: The Two Towers (2002),177108,5952,0167261
5272,Anastasia (1997),177110,1688,0118617
5273,Wedding Crashers (2005),177112,34162,0396269
5274,Surrogates (2009),177123,71530,0986263
5275,Justice League (2017),177160,122898,0974015
5276,Kung Fury (2015),177193,134170,3472226
5277,New Kids Turbo (2010),177194,86233,1648112
5278,Madea's Big Happy Family (2011),177213,-1,-1
5279,Tyson (1995),177218,116221,0114759
5280,Airheads (1994),177227,413,0109068
5281,The Caddy (1953),177261,77223,0045589
5282,The Wicker Man (2006),177270,47810,0450345
5283,Bad Santa (2003),177276,6957,0307987
5284,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,177283,78321,1498870
5285,The Horse Whisperer (1998),177321,1727,0119314
5286,Fighting (2009),177325,70706,1082601
5287,Romy and Michele's High School Reunion,177341,1513,0120032
5288,Battlestar Galactica: Razor,177359,56921,0991178
5289,Nothing to Lose (2002),177376,-1,-1
5290,Paradise Lost: The Child Murders at Robin Hood Hills (1996),177384,1361,0117293
5291,Batman Revealed (2012),177387,-1,-1
5292,Egypt as it Was in the Time of Moses (1912),177412,-1,-1
5293,Hannibal Rising (2007),177441,50804,0367959
5294,Happy Together (1989),177445,4601,0097478
5295,Menace II Society (1992),177454,-1,-1
5296,Big Mama (2000),177468,-1,-1
5297,Island of the Dead (2000),177481,-1,-1
5298,The Witness (2000),177541,-1,-1
5299,War on Everyone (2016),177580,155846,3708886
5300,My Woman (1933),177581,165447,0024365
5301,X-Men: Days of Future Past (2014),177588,111362,1877832
5302,Elizabeth: The Golden Age (2007),177605,55274,0414055
5303,Angel Heart (1987),177620,3706,0092563
5304,Amores perros (2000),177658,-1,-1
5305,Jenny's Wedding,177667,142070,3289712
5306,The Firm (1993),177677,454,0106918
5307,Mysterious Skin (2004),177721,33171,0370986
5308,Her Majesty (2001),177724,-1,-1
5309,Jarhead 2: Field of Fire,177725,118570,3699508
5310,Maniac (2012),177735,103219,2103217
5311,Fear and Loathing in Las Vegas (1998),177747,1884,0120669
5312,The Wedding Planner (2001),177764,4069,0209475
5313,Naughty Professor (2012),177779,-1,-1
5314,Varsity Blues (1999),177813,2447,0139699
5315,The Dictator (2012),177865,94677,1645170
5316,What Happens in Vegas (2008),177880,-1,-1
5317,She's the One (2013),177885,-1,-1
5318,Wedding Daze (2004),177886,-1,-1
5319,Selena (1997),177898,1487,0120094
5320,Uncle Buck,177915,4679,0098554
5321,The Sixth Battalion (1998),177921,-1,-1
5322,Ratatouille (2007),177922,50872,0382932
5323,The Godfather Part II (1974),177979,-1,-1
5324,The Attic (2007),177980,-1,-1
5325,Electra (1962),177992,138962,0055950
5326,He Named Me Malala (2015),177994,141926,3065132
5327,Gridiron Gang (2006),178015,48161,0421206
5328,Our Kind of Traitor (2016),178017,157276,1995390
5329,Moonlight (2002),178032,162414,4975722
5330,White Noise: The Light (2007),178033,-1,-1
5331,Teaching Mrs. Tingle (1999),178056,2806,0133046
5332,Abraham & Lincoln (2007),178068,-1,-1
5333,Henry: Portrait of a Serial Killer (1986),178093,2159,0099763
5334,There's Something About Mary (1998),178096,1923,0129387
5335,Tales from the Darkside: The Movie (1990),178111,2327,0100740
5336,Wyatt Earp (1994),178136,383,0111756
5337,Spotlight (2015),178142,142488,1895587
5338,Sleeping with Other People (2015),178170,127140,3165612
5339,Star Trek: The Motion Picture (1979),178234,1371,0079945
5340,Solo (2008),178258,-1,-1
5341,Dog Day Afternoon,178278,3362,0072890
5342,Coma (2009),178291,-1,-1
5343,Midnight Express (1978),178317,3498,0077928
5344,The Life Aquatic with Steve Zissou (2004),178331,30810,0362270
5345,Hop (2011),178409,86059,1411704
5346,Run for Money (1999),178413,-1,-1
5347,The Way of the Gun (2000),178414,3896,0202677
5348,Creature (1985),178427,138746,0088961
5349,The Worst of Faces of Death (1987),178441,173565,0121864
5350,Wonder Woman (2009),178456,108795,1186373
5351,The Grand Budapest Hotel (2014),178458,109374,2278388
5352,Michael Jackson's This Is It (2009),178464,72131,1477715
5353,Girl with a Pearl Earring (2003),178467,7151,0335119
5354,Big Daddy (1999),178472,2694,0142342
5355,Finding Me (2009),178478,-1,-1
5356,Captain America: The Winter Soldier,178482,110102,1843866
5357,Something Ventured (2011),178496,96683,1737747
5358,Ted (2012),178502,95441,1637725
5359,Casanova (2005),178509,42015,0402894
5360,Battle of Britain (1969),178557,6441,0064072
5361,Innerspace (1987),178563,4121,0093260
5362,Selma (2014),178595,118700,1020072
5363,The Evil Dead (1981),178604,4105,0083907
5364,Bright Angel (1990),178606,-1,-1
5365,The New Guy (2002),178620,5363,0241760
5366,Behind the Mask (2006),178624,-1,-1
5367,Octopussy (1983),178646,7570,0086034
5368,Wes Craven's New Nightmare (1994),178682,-1,-1
5369,Blowup (1966),178686,-1,-1
5370,The Big Hangover (1950),178694,91012,0042247
5371,Sleepless in Seattle (1993),178711,539,0108160
5372,The Jungle Book (2016),178715,137857,3040964
5373,Godsend (2004),178784,7449,0335121
5374,Fury (2014),178813,115210,2713180
5375,Death Race 2,178823,88699,1500491
5376,If I Stay (2014),178835,113604,1355630
5377,The Witches (1990),178842,7045,0100944
5378,"Double, Double, Toil and Trouble",178849,116602,0106763
5379,Highlander: The Source (2007),178852,121117,0299981
5380,Repo Man (1984),178853,1965,0087995
5381,Basic Instinct (1992),178885,1092,0103772
5382,Warm Bodies (2013),178895,99007,1588173
5383,The Wolf (1916),178925,-1,-1
5384,Minority Report (2002),178927,5445,0181689
5385,Congo (1995),178933,160,0112715
5386,Street Kings (2008),178938,59016,0421073
5387,Four Christmases (2008),178948,64032,0369436
5388,The Wolf of Wall Street (2013),178950,106782,0993846
5389,The Bewitched Inn,178953,174025,0000138
5390,Wind River (2017),178984,175569,5362988
5391,Scouts Guide to the Zombie Apocalypse (2015),178993,141408,1727776
5392,Barbershop 2: Back in Business (2004),179009,7261,0337579
5393,Glee: The 3D Concert Movie (2011),179035,88835,1922612
5394,To Die For (1989),179037,-1,-1
5395,The Conversation (1974),179039,3730,0071360
5396,Roma (1972),179066,-1,-1
5397,Law Abiding Citizen (2009),179081,71838,1197624
5398,Suspect Zero (2004),179084,8831,0324127
5399,Boxing Helena (1993),179112,427,0106471
5400,Untamed Heart (1993),179126,4067,0108451
5401,Longshot (2001),179146,127341,0201694
5402,Dance Star (2010),179153,-1,-1
5403,Dead Man's Shoes (2004),179172,40412,0419677
5404,Ride (2012),179217,-1,-1
5405,Gnomeo & Juliet (2011),179242,84637,0377981
5406,Home (2016),179260,174693,2545384
5407,Puppet Master (1989),179294,3660,0098143
5408,A History of Violence (2005),179318,37733,0399146
5409,Perfect Sense (2011),179322,92694,1439572
5410,Transporter 2 (2005),179359,36519,0388482
5411,Dumplings (2004),179369,-1,-1
5412,Lo (2009),179378,100248,1047490
5413,Hobo with a Shotgun (2011),179383,85796,1640459
5414,Sin City: A Dame to Kill For (2014),179407,113573,0458481
5415,The Gingerdead Man (2005),179420,170281,0364376
5416,Senna (2010),179426,85774,1424432
5417,The Devil's Advocate (1997),179438,1645,0118971
5418,Creep 2,179468,179749,3654796
5419,You Can Count On Me (2000),179475,-1,-1
5420,"Henry: Portrait of a Serial Killer, Part II (1996)",179478,-1,-1
5421,Starship Troopers (1997),179485,1676,0120201
5422,Wishmaster (1997),179500,1623,0120524
5423,Ip Man (2008),179506,65514,1220719
5424,Stay (2013),179514,121027,2234032
5425,Spartacus (1960),179536,2728,0054331
5426,Take This Waltz (2011),179541,94931,1592281
5427,Gunsmoke (1953),179550,153678,0045847
5428,Wayne's World (1992),179569,3253,0105793
5429,Species (1995),179596,196,0114508
5430,Megamind (2010),179616,81564,1001526
5431,Hercules (2014),179618,112911,1267297
5432,Wiener-Dog (2016),179624,151311,4144190
5433,Drop Zone (1994),179631,227,0109676
5434,Event Horizon (1997),179662,1590,0119081
5435,The Beast (1996),179717,79765,0115109
5436,Fear (1990),179731,108239,0099557
5437,Amanda Knox: Murder on Trial in Italy,179735,186431,1783413
5438,Scent of a Woman (1974),179739,-1,-1
5439,Dead Man Walking (1995),179770,36,0112818
5440,Problem Child (1990),179799,2798,0100419
5441,Sicario (2015),179806,139644,3397884
5442,The Eagle (2011),179834,85025,1034389
5443,National Velvet,179845,7059,0037120
5444,Small Soldiers (1998),179882,1920,0122718
5445,Kung Fu Panda 2 (2011),179884,87222,1302011
5446,A Good Marriage (2014),179887,116853,2180994
5447,Sabrina the Teenage Witch,179909,131389,0117534
5448,Creature from the Black Lagoon (1954),179926,3930,0046876
5449,Moon (2009),179943,68237,1182345
5450,Altered States (1980),179956,4713,0080360
5451,My Little Pony: The Movie (2017),180005,177241,4131800
5452,Man of the House (1995),180007,274,0113755
5453,Madea's Witness Protection (2012),180012,-1,-1
5454,Finding Neverland (2004),180018,8970,0308644
5455,Predestination (2014),180021,114935,2397535
5456,La Cage aux Folles (1978),180024,-1,-1
5457,Wanted (2015),180029,-1,-1
5458,The Man Who Wasn't There (1987),180063,-1,-1
5459,Poultrygeist: Night of the Chicken Dead (2006),180109,65310,0462485
5460,Norma Rae (1979),180116,4292,0079638
5461,Across the Universe (2007),180122,54190,0445922
5462,The Freshman (1990),180131,6974,0099615
5463,Easter Parade (1948),180147,25937,0040308
5464,Désirée (1954),180213,-1,-1
5465,The Big Chill (1983),180218,2352,0085244
5466,The Cabin in the Woods,180224,93840,1259521
5467,The Benchwarmers (2006),180230,44840,0437863
5468,Conjuring,180231,103688,1457767
5469,Super8,180235,-1,-1
5470,Tombstone (1993),180251,553,0108358
5471,Mary Magdalene,180316,184189,5360996
5472,The Words (2012),180357,96567,1840417
5473,Tomorrow Never Dies (1997),180386,1722,0120347
5474,On Chesil Beach,180389,186003,1667321
5475,The Final Cut (2004),180414,8939,0364343
5476,The Fantastic Four,180416,34150,0120667
5477,Balto (1995),180423,13,0112453
5478,Beetlejuice (1988),180437,2174,0094721
5479,The Circle (2015),180443,130468,2122313
